Object name,Reviewed,Valid Name,Original category (auto),ID (auto),New Category,Original Synset (auto),New Synset (auto),Exists in deletion?,Ready to delete?
birdseed-ozvqdx,,1,birdseed,ozvqdx,bird_feed,#N/A,bird_feed.n.01,0,0
rock-jzbcis,,1,rock,jzbcis,boulder,#N/A,boulder.n.01,0,0
rock-zzvigh,,1,rock,zzvigh,boulder,#N/A,boulder.n.01,0,0
rock-wxvbzg,,1,rock,wxvbzg,boulder,#N/A,boulder.n.01,0,0
rock-qaepnw,,1,rock,qaepnw,boulder,#N/A,boulder.n.01,0,0
rock-kmzdov,,1,rock,kmzdov,boulder,#N/A,boulder.n.01,0,0
rock-kmiazp,,1,rock,kmiazp,boulder,#N/A,boulder.n.01,0,0
rock-lwndzg,,1,rock,lwndzg,boulder,#N/A,boulder.n.01,0,0
rock-vxbkjq,,1,rock,vxbkjq,boulder,#N/A,boulder.n.01,0,0
seashell-ihhbfj,,1,seashell,ihhbfj,clam,seashell.n.01,clam.n.03,0,0
candy-ojznyf,,1,candy,ojznyf,hard_candy,#N/A,hard_candy.n.01,0,0
candy-qptjgv,,1,candy,qptjgv,hard_candy,#N/A,hard_candy.n.01,0,0
candy-vwegtt,,1,candy,vwegtt,hard_candy,#N/A,hard_candy.n.01,0,0
candy-vyxhmv,,1,candy,vyxhmv,hard_candy,#N/A,hard_candy.n.01,0,0
candy-yuatcg,,1,candy,yuatcg,hard_candy,#N/A,hard_candy.n.01,0,0
cup-dtjmai,,1,cup,dtjmai,beaker,#N/A,beaker.n.02,0,0
cup-effbnc,,1,cup,effbnc,beaker,#N/A,beaker.n.02,0,0
cup-fgizgn,,1,cup,fgizgn,coffee_cup,#N/A,coffee_cup.n.01,0,0
cup-fsfsas,,1,cup,fsfsas,soda_cup,#N/A,dixie_cup.n.01,0,0
cup-gnzegv,,1,cup,gnzegv,soda_cup,#N/A,dixie_cup.n.01,0,0
cup-ibhhfj,,1,cup,ibhhfj,coffee_cup,#N/A,coffee_cup.n.01,0,0
cup-kccqwj,,1,cup,kccqwj,teacup,#N/A,teacup.n.02,0,0
cup-nbhcgu,,1,cup,nbhcgu,coffee_cup,#N/A,coffee_cup.n.01,0,0
cup-qwoqqr,,1,cup,qwoqqr,beaker,#N/A,beaker.n.02,0,0
cup-sfvswx,,1,cup,sfvswx,beaker,#N/A,beaker.n.02,0,0
cup-siksnl,,1,cup,siksnl,coffee_cup,#N/A,coffee_cup.n.01,0,0
cup-sstojv,,1,cup,sstojv,beaker,#N/A,beaker.n.02,0,0
cup-tfzfam,,1,cup,tfzfam,teacup,#N/A,teacup.n.02,0,0
cup-uzgibd,,1,cup,uzgibd,beaker,#N/A,beaker.n.02,0,0
cup-xjdyon,,1,cup,xjdyon,coffee_cup,#N/A,coffee_cup.n.01,0,0
fence-czawic,,1,fence,czawic,rail_fence,#N/A,rail_fence.n.01,0,0
fence-jayfuh,,1,fence,jayfuh,rail_fence,#N/A,rail_fence.n.01,0,0
fence-nmmzqh,,1,fence,nmmzqh,rail_fence,#N/A,rail_fence.n.01,0,0
fence-nrcmie,,1,fence,nrcmie,rail_fence,#N/A,rail_fence.n.01,0,0
fence-vjfdnl,,1,fence,vjfdnl,rail_fence,#N/A,rail_fence.n.01,0,0
fence-wcocar,,1,fence,wcocar,rail_fence,#N/A,rail_fence.n.01,0,0
fence-owbrvb,,1,fence,owbrvb,rail_fence,#N/A,rail_fence.n.01,0,0
fence-cfcgtl,,1,fence,cfcgtl,rail_fence,#N/A,rail_fence.n.01,0,0
fence-ewgkos,,1,fence,ewgkos,rail_fence,#N/A,rail_fence.n.01,0,0
fence-qgpjhr,,1,fence,qgpjhr,rail_fence,#N/A,rail_fence.n.01,0,0
fence-shqfvd,,1,fence,shqfvd,stone_wall,#N/A,stone_wall.n.01,0,0
cup-jdijek,,1,cup,jdijek,beaker,#N/A,beaker.n.02,0,0
cup-uobdoq,,1,cup,uobdoq,beaker,#N/A,beaker.n.02,0,0
cup-fyrkzs,,1,cup,fyrkzs,beaker,#N/A,beaker.n.02,0,0
cup-rhohgs,,1,cup,rhohgs,beaker,#N/A,beaker.n.02,0,0
cup-zycgen,,1,cup,zycgen,beaker,#N/A,beaker.n.02,0,0
cup-fxrsyi,,1,cup,fxrsyi,beaker,#N/A,beaker.n.02,0,0
cup-oxfzfe,,1,cup,oxfzfe,teacup,#N/A,teacup.n.02,0,0
cup-exzsal,,1,cup,exzsal,beaker,#N/A,beaker.n.02,0,0
toy-akguod,,1,toy,akguod,toy_dice,#N/A,toy_dice.n.01,0,0
toy-bjrxkj,,1,toy,bjrxkj,toy_dice,#N/A,toy_dice.n.01,0,0
toy-cmqtch,,1,toy,cmqtch,toy_dice,#N/A,toy_dice.n.01,0,0
toy-dgagea,,1,toy,dgagea,teddy_bear,#N/A,teddy.n.01,0,0
toy-dgnnin,,1,toy,dgnnin,toy_car,#N/A,toy_car.n.01,0,0
toy-dgphap,,1,toy,dgphap,toy_figure,#N/A,toy_figure.n.01,0,0
toy-dupdoy,,1,toy,dupdoy,toy_dice,#N/A,toy_dice.n.01,0,0
toy-eqwazv,,1,toy,eqwazv,toy_dice,#N/A,toy_dice.n.01,0,0
toy-eulekw,,1,toy,eulekw,toy_figure,#N/A,toy_figure.n.01,0,0
toy-fekpjq,,1,toy,fekpjq,toy_figure,#N/A,toy_figure.n.01,0,0
toy-gcevml,,1,toy,gcevml,toy_dice,#N/A,toy_dice.n.01,0,0
toy-grsmja,,1,toy,grsmja,toy_figure,#N/A,toy_figure.n.01,0,0
toy-haqumx,,1,toy,haqumx,toy_dice,#N/A,toy_dice.n.01,0,0
toy-hbkqqp,,1,toy,hbkqqp,toy_dice,#N/A,toy_dice.n.01,0,0
toy-ievnsq,,1,toy,ievnsq,toy_dice,#N/A,toy_dice.n.01,0,0
toy-isdkwp,,1,toy,isdkwp,toy_figure,#N/A,toy_figure.n.01,0,0
toy-iwtobr,,1,toy,iwtobr,classroom_mock_up,#N/A,mock-up.n.01,0,0
toy-kitqln,,1,toy,kitqln,toy_figure,#N/A,toy_figure.n.01,0,0
toy-kjoafi,,1,toy,kjoafi,beach_toy,#N/A,beach_toy.n.01,0,0
toy-kmagva,,1,toy,kmagva,toy_dice,#N/A,toy_dice.n.01,0,0
toy-krpdji,,1,toy,krpdji,toy_dice,#N/A,toy_dice.n.01,0,0
toy-ksijjl,,1,toy,ksijjl,toy_car,#N/A,toy_car.n.01,0,0
toy-kvjpue,,1,toy,kvjpue,toy_car,#N/A,toy_car.n.01,0,0
toy-lowndg,,1,toy,lowndg,baseball_bat,#N/A,baseball_bat.n.01,0,0
toy-meyqyk,,1,toy,meyqyk,toy_dice,#N/A,toy_dice.n.01,0,0
toy-mqvaaa,,1,toy,mqvaaa,toy_dice,#N/A,toy_dice.n.01,0,0
toy-mvwvlv,,1,toy,mvwvlv,teddy_bear,#N/A,teddy.n.01,0,0
toy-nhtywr,,1,toy,nhtywr,toy_car,#N/A,toy_car.n.01,0,0
toy-nmhsvp,,1,toy,nmhsvp,toy_dice,#N/A,toy_dice.n.01,0,0
toy-psfkaj,,1,toy,psfkaj,toy_figure,#N/A,toy_figure.n.01,0,0
toy-pzbapa,,1,toy,pzbapa,toy_dice,#N/A,toy_dice.n.01,0,0
toy-qtcfxi,,1,toy,qtcfxi,toy_dice,#N/A,toy_dice.n.01,0,0
toy-rbzyrv,,1,toy,rbzyrv,toy_dice,#N/A,toy_dice.n.01,0,0
toy-rkqqay,,1,toy,rkqqay,toy_figure,#N/A,toy_figure.n.01,0,0
toy-tmbrrq,,1,toy,tmbrrq,toy_figure,#N/A,toy_figure.n.01,0,0
toy-ukalmn,,1,toy,ukalmn,toy_figure,#N/A,toy_figure.n.01,0,0
toy-usnnxe,,1,toy,usnnxe,toy_figure,#N/A,toy_figure.n.01,0,0
toy-vansnq,,1,toy,vansnq,toy_figure,#N/A,toy_figure.n.01,0,0
toy-wojwvu,,1,toy,wojwvu,alphabet_abacus,#N/A,alphabet_abacus.n.01,0,0
toy-wonucj,,1,toy,wonucj,beach_toy,#N/A,beach_toy.n.01,0,0
toy-wyxlhc,,1,toy,wyxlhc,toy_dice,#N/A,toy_dice.n.01,0,0
toy-xfqqhh,,1,toy,xfqqhh,toy_dice,#N/A,toy_dice.n.01,0,0
toy-yjudsy,,1,toy,yjudsy,classroom_mock_up,#N/A,mock-up.n.01,0,0
toy-yxiksm,,1,toy,yxiksm,toy_figure,#N/A,toy_figure.n.01,0,0
toy-zltgeo,,1,toy,zltgeo,toy_figure,#N/A,toy_figure.n.01,0,0
toy-zsljeg,,1,toy,zsljeg,beach_toy,#N/A,beach_toy.n.01,0,0
toy-zublep,,1,toy,zublep,toy_dice,#N/A,toy_dice.n.01,0,0
bedsheet-ivmsdt,,1,bedsheet,ivmsdt,bed_sheet,#N/A,sheet.n.03,0,0
bedsheet-jfsovh,,1,bedsheet,jfsovh,bed_sheet,#N/A,sheet.n.03,0,0
bedsheet-ldpbcu,,1,bedsheet,ldpbcu,bed_sheet,#N/A,sheet.n.03,0,0
bedsheet-omsbux,,1,bedsheet,omsbux,bed_sheet,#N/A,sheet.n.03,0,0
bedsheet-padfds,,1,bedsheet,padfds,bed_sheet,#N/A,sheet.n.03,0,0
bedsheet-xeskbh,,1,bedsheet,xeskbh,bed_sheet,#N/A,sheet.n.03,0,0
bulb-sxkjea,,1,bulb,sxkjea,light_bulb,light_bulb.n.01,light_bulb.n.01,0,0
zhenglong-qpzbqp,,1,zhenglong,qpzbqp,steamer_basket,steamer.n.02,steamer.n.02,0,0
boiler-lbcxwi,,1,boiler,lbcxwi,cauldron,kettle.n.01,caldron.n.01,0,0
boiler-qmdgct,,1,boiler,qmdgct,electric_cauldron,kettle.n.01,electric_cauldron.n.01,0,0
console_table-bwlfnu,,1,console_table,bwlfnu,commercial_kitchen_table,console_table.n.01,countertop.n.01,0,0
book_case-ftzmow,,1,book_case,ftzmow,bookcase,bookcase.n.01,bookcase.n.01,0,0
grand_piano-qlcpph,,1,grand_piano,qlcpph,piano,#N/A,piano.n.01,0,0
half_agabe-npxccb,,1,half_agabe,npxccb,half_agave,#N/A,half__agave.n.01,0,0
half_argula-bihmpr,,1,half_argula,bihmpr,half_arugula,#N/A,half__arugula.n.01,0,0
half_french_tost-enjjdg,,1,half_french_tost,enjjdg,half_french_toast,#N/A,half__french_toast.n.01,0,0
half_omlet-kkctir,,1,half_omlet,kkctir,half_omelet,#N/A,half__omelet.n.01,0,0
half_spicy_cookie-qrwsjv,,1,half_spicy_cookie,qrwsjv,half_spice_cookie,#N/A,half__spice_cookie.n.01,0,0
half_donut-qcuowh,,1,half_donut,qcuowh,half_doughnut,#N/A,half__doughnut.n.01,0,0
half_donut-qhhrmz,,1,half_donut,qhhrmz,half_doughnut,#N/A,half__doughnut.n.01,0,0
half_macaron-gafeof,,1,half_macaron,gafeof,half_macaroon,#N/A,half__macaroon.n.01,0,0
half_macaron-znmffr,,1,half_macaron,znmffr,half_macaroon,#N/A,half__macaroon.n.01,0,0
half_tortilla_chips-plnyld,,1,half_tortilla_chips,plnyld,half_tortilla_chip,#N/A,half__tortilla_chip.n.01,0,0
half_tortilla_chips-sbleta,,1,half_tortilla_chips,sbleta,half_tortilla_chip,#N/A,half__tortilla_chip.n.01,0,0
savory_spice_shaker-ykujyn,,1,savory_spice_shaker,ykujyn,pepper_shaker,#N/A,pepper__shaker.n.01,0,0
parsley_shaker-tgcwtr,,1,parsley_shaker,tgcwtr,pepper_shaker,#N/A,pepper__shaker.n.01,0,0
basil_leaf-dkuhvb,,1,basil_leaf,dkuhvb,basil,#N/A,basil.n.03,0,0
strawberries-ntxofi,,1,strawberries,ntxofi,strawberry,#N/A,strawberry.n.01,0,0
chili_pepper-rafkbt,,1,chili_pepper,rafkbt,chili,#N/A,chili.n.02,0,0
chili_pepper-agecro,,1,chili_pepper,agecro,chili,#N/A,chili.n.02,0,0
raspberries-ygrfsn,,1,raspberries,ygrfsn,raspberry,#N/A,raspberry.n.02,0,0
mint_leaf-asdasd,,1,mint_leaf,asdasd,mint,#N/A,mint.n.04,0,0
mint_leaf-ujfdga,,1,mint_leaf,ujfdga,mint,#N/A,mint.n.04,0,0
clove-jwhnfc,,1,clove,jwhnfc,garlic_clove,clove.n.04,clove.n.03,0,0
clove-wyyhmi,,1,clove,wyyhmi,garlic_clove,clove.n.04,clove.n.03,0,0
clove-usxktf,,1,clove,usxktf,garlic_clove,clove.n.04,clove.n.03,0,0
sprinkler-nodoxv,,1,sprinkler,nodoxv,fire_sprinkler,#N/A,fire_sprinkler.n.01,0,0
coffee_maker-artpwc,,1,coffee_maker,artpwc,espresso_machine,coffee_maker.n.01,espresso_machine.n.01,0,0
coffee_maker-cycsgl,,1,coffee_maker,cycsgl,espresso_machine,coffee_maker.n.01,espresso_machine.n.01,0,0
coffee_maker-nqmdal,,1,coffee_maker,nqmdal,water_cooler,coffee_maker.n.01,water_cooler.n.01,0,0
coffee_maker-qhrtyw,,1,coffee_maker,qhrtyw,espresso_machine,coffee_maker.n.01,espresso_machine.n.01,0,0
coffee_maker-xybbzt,,1,coffee_maker,xybbzt,espresso_machine,coffee_maker.n.01,espresso_machine.n.01,0,0
fragrance_decanter-ngcvaw,,1,fragrance_decanter,ngcvaw,reed_diffuser,#N/A,reed_diffuser.n.01,0,0
pool-sbvksi,,1,pool,sbvksi,wading_pool,#N/A,wading_pool.n.01,0,0
vase-szsudo,,1,vase,szsudo,outline_vase,vase.n.01,outline_vase.n.01,0,0
vase-wmuysk,,1,vase,wmuysk,outline_vase,vase.n.01,outline_vase.n.01,0,0
jar-acsllv,,1,jar,acsllv,jar_of_sesame_seed,mason_jar.n.01,jar__of__sesame_seed.n.01,0,0
jar-bpxhso,,1,jar,bpxhso,jar_of_cumin,mason_jar.n.01,jar__of__cumin.n.01,0,0
jar-dlvall,,1,jar,dlvall,jar_of_clove,mason_jar.n.01,jar__of__clove.n.01,0,0
jar-bnrvcs,,1,jar,bnrvcs,jar_of_coffee,mason_jar.n.01,jar__of__coffee.n.01,0,0
jar-busiti,,1,jar,busiti,jar_of_strawberry_jam,mason_jar.n.01,jar__of__strawberry_jam.n.01,0,0
jar-gkakwk,,1,jar,gkakwk,jar_of_peppercorns,mason_jar.n.01,jar__of__peppercorns.n.01,0,0
jar-hjrnct,,1,jar,hjrnct,jar_of_orange_jam,mason_jar.n.01,jar__of__orange_jam.n.01,0,0
jar-iuydyz,,1,jar,iuydyz,jar_of_pepper_seasoning,mason_jar.n.01,jar__of__pepper_seasoning.n.01,0,0
jar-kfzxah,,1,jar,kfzxah,jar_of_kidney_beans,mason_jar.n.01,jar__of__kidney_beans.n.01,0,0
jar-miivhi,,1,jar,miivhi,jar_of_tumeric,mason_jar.n.01,jar__of__tumeric.n.01,0,0
jar-mlnuza,,1,jar,mlnuza,bottle_of_strawberry_juice,mason_jar.n.01,bottle__of__strawberry_juice.n.01,0,0
jar-mxhrcl,,1,jar,mxhrcl,jar_of_chilli_powder,mason_jar.n.01,jar__of__chilli_powder.n.01,0,0
jar-sjwgfn,,1,jar,sjwgfn,jar_of_cocoa,mason_jar.n.01,jar__of__cocoa.n.01,0,0
jar-vyfehw,,1,jar,vyfehw,jar_of_cumin,mason_jar.n.01,jar__of__cumin.n.01,0,0
coffee_maker-tysouc,,1,coffee_maker,tysouc,espresso_machine,coffee_maker.n.01,espresso_machine.n.01,0,0
vase-pqsamn,,1,vase,pqsamn,outline_vase,vase.n.01,outline_vase.n.01,0,0
tray-mmegts,,1,tray,mmegts,outline_tray,tray.n.01,outline_tray.n.01,0,0
coatrack-gypwkr,,1,coatrack,gypwkr,hall_tree,coatrack.n.01,hallstand.n.01,0,0
hanger-bndsom,,1,hanger,bndsom,ceiling_rack,hanger.n.02,ceiling_rack.n.01,0,0
hanger-fclnmc,,1,hanger,fclnmc,ceiling_rack,hanger.n.02,ceiling_rack.n.01,0,0
hanger-krcbvr,,1,hanger,krcbvr,ceiling_rack,hanger.n.02,ceiling_rack.n.01,0,0
hanger-miimrw,,1,hanger,miimrw,ceiling_rack,hanger.n.02,ceiling_rack.n.01,0,0
hanger-rjfwip,,1,hanger,rjfwip,ceiling_rack,hanger.n.02,ceiling_rack.n.01,0,0
hanger-ftujuv,,1,hanger,ftujuv,ceiling_rack,hanger.n.02,ceiling_rack.n.01,0,0
hanger-sbwapx,,1,hanger,sbwapx,ceiling_rack,hanger.n.02,ceiling_rack.n.01,0,0
lantern-engbrg,,1,lantern,engbrg,glass_lantern,#N/A,glass_lantern.n.01,0,0
lantern-onfjnh,,1,lantern,onfjnh,glass_lantern,#N/A,glass_lantern.n.01,0,0
lantern-zjuwnf,,1,lantern,zjuwnf,glass_lantern,#N/A,glass_lantern.n.01,0,0
lantern-otidux,,1,lantern,otidux,glass_lantern,#N/A,glass_lantern.n.01,0,0
lantern-cvzqeb,,1,lantern,cvzqeb,paper_lantern,#N/A,paper_lantern.n.01,0,0
lantern-hcieco,,1,lantern,hcieco,paper_lantern,#N/A,paper_lantern.n.01,0,0
lantern-qghfol,,1,lantern,qghfol,chandelier,#N/A,chandelier.n.01,0,0
lantern-xtwiwi,,1,lantern,xtwiwi,chandelier,#N/A,chandelier.n.01,0,0
lantern-zgwevt,,1,lantern,zgwevt,chandelier,#N/A,chandelier.n.01,0,0
lantern-fndlbf,,1,lantern,fndlbf,glass_lantern,#N/A,glass_lantern.n.01,0,0
lantern-rqbseh,,1,lantern,rqbseh,glass_lantern,#N/A,glass_lantern.n.01,0,0
lantern-wvmsse,,1,lantern,wvmsse,glass_lantern,#N/A,glass_lantern.n.01,0,0
poster-iqnvyu,,1,poster,iqnvyu,poster_roll,poster.n.01,scroll.n.02,0,0
poster-mlezct,,1,poster,mlezct,poster_roll,poster.n.01,scroll.n.02,0,0
poster-sjrlmi,,1,poster,sjrlmi,poster_roll,poster.n.01,scroll.n.02,0,0
poster-vqkwuk,,1,poster,vqkwuk,poster_roll,poster.n.01,scroll.n.02,0,0
fence-akeroe,,1,fence,akeroe,rail_fence,#N/A,rail_fence.n.01,0,0
fence-alekre,,1,fence,alekre,rail_fence,#N/A,rail_fence.n.01,0,0
fence-eoeeeo,,1,fence,eoeeeo,rail_fence,#N/A,rail_fence.n.01,0,0
fence-friakc,,1,fence,friakc,rail_fence,#N/A,rail_fence.n.01,0,0
fence-lamwbr,,1,fence,lamwbr,rail_fence,#N/A,rail_fence.n.01,0,0
fence-lqwler,,1,fence,lqwler,rail_fence,#N/A,rail_fence.n.01,0,0
fence-qksssk,,1,fence,qksssk,rail_fence,#N/A,rail_fence.n.01,0,0
fence-yyyoer,,1,fence,yyyoer,rail_fence,#N/A,rail_fence.n.01,0,0
