"Name","Synset State","Custom?","Leaf?","Definition","Parents","Children","Tasks","Direct Categories","Direct Objects","Total Objects","Requiring Task Count"
"low-fat_milk.n.01","Substance","False","True","milk from which some of the cream has been removed","milk.n.01,","","clean_cups-0,                         make_an_iced_espresso-0,                         make_chocolate_milk-0,                         make_green_tea_latte-0,                         make_oatmeal-0,                         preparing_existing_coffee-0,","low_fat_milk,","0","0","6"
"lubricant.n.01","Substance","False","True","a substance capable of reducing friction by making surfaces smooth or slippery","substance.n.07,","","lube_a_bicycle_chain-0,","lubricant,","0","0","1"
"lubricant__bottle.n.01","Ready","True","True","","vessel.n.03,","","lube_a_bicycle_chain-0,","lubricant_bottle,","1","1","1"
"macaroni_and_cheese.n.01","Ready","False","True","macaroni prepared in a cheese sauce","pasta.n.01,","","make_macaroni_and_cheese-0,","mac_and_cheese,","1","1","1"
"magazine.n.02","Ready","False","True","product consisting of a paperback periodic publication as a physical object","product.n.02,","","disposing_of_trash_for_adult-0,                         getting_package_from_post_office-0,                         sorting_bottles_cans_and_paper-0,                         sorting_newspapers_for_recycling-0,","magazine,","10","10","4"
"mail.n.04","Ready","False","True","any particular collection of letters or packages that is delivered","collection.n.01,","","bringing_in_mail-0,                         clean_up_your_desk-0,                         getting_package_from_post_office-0,                         sorting_newspapers_for_recycling-0,","mail,","5","5","4"
"mailbox.n.01","Ready","False","True","a private box for delivery of mail","box.n.01,","","bringing_in_mail-0,                         collecting_mail_from_the_letterbox-0,                         fixing_mailbox-0,                         mailing_letters-0,                         sending_packages-0,","mailbox,","1","1","5"
"mango.n.02","Ready","False","True","large oval tropical fruit having smooth skin, juicy aromatic pulp, and a large hairy seed","edible_fruit.n.01,","","make_a_tropical_breakfast-0,                         picking_fruit_and_vegetables-0,                         store_produce-0,","mango,","5","5","3"
"map.n.01","Ready","False","True","a diagrammatic representation of the earth's surface (or part of it)","representation.n.02,","","set_up_a_preschool_classroom-0,","map,","1","1","1"
"maple_syrup.n.01","Substance","False","True","made by concentrating sap from sugar maples","syrup.n.01,","","can_syrup-0,                         glaze_a_ham-0,                         make_a_tropical_breakfast-0,                         make_chicken_and_waffles-0,                         make_cinnamon_toast-0,","maple_syrup,","0","0","5"
"maple_syrup__jar.n.01","Ready","True","True","","vessel.n.03,","","glaze_a_ham-0,                         make_a_tropical_breakfast-0,                         make_chicken_and_waffles-0,                         make_cinnamon_toast-0,","maple_syrup_jar,","1","1","4"
"margarine.n.01","Substance","False","True","a spread made chiefly from vegetable oils and used as a substitute for butter","spread.n.05,","","grease_and_flour_a_pan-0,","margarine,","0","0","1"
"margarine__box.n.01","Ready","True","True","","container.n.01,","","grease_and_flour_a_pan-0,","margarine_box,","1","1","1"
"marigold.n.01","Ready","False","True","any of various tropical American plants of the genus Tagetes widely cultivated for their showy yellow or orange flowers","flower.n.01,","","prepare_a_raised_bed_garden-0,","marigold,","10","10","1"
"marinade.n.01","Substance","False","True","mixtures of vinegar or wine and oil with various spices and seasonings; used for soaking foods before cooking","condiment.n.01,","","grill_vegetables-0,","marinade,","0","0","1"
"marinara.n.01","Substance","False","True","sauce for pasta; contains tomatoes and garlic and herbs","spaghetti_sauce.n.01,","","making_a_meal-0,                         preparing_food_for_company-0,                         putting_dirty_dishes_in_sink-0,","marinara,","0","0","3"
"marinara__jar.n.01","Ready","True","True","","vessel.n.03,","","making_a_meal-0,                         preparing_food_for_company-0,","marinara_jar,","1","1","2"
"marjoram.n.02","Substance","False","True","pungent leaves used as seasoning with meats and fowl and in stews and soups and omelets","herb.n.02,","","cook_mussels-0,                         make_chicken_fajitas-0,                         make_pasta_sauce-0,                         make_pizza-0,                         make_pizza_sauce-0,                         make_red_beans_and_rice-0,                         make_seafood_stew-0,","marjoram,","1","1","7"
"marjoram__shaker.n.01","Ready","True","True","","container.n.01,","","cook_mussels-0,                         make_chicken_fajitas-0,                         make_pasta_sauce-0,                         make_pizza-0,                         make_pizza_sauce-0,                         make_red_beans_and_rice-0,                         make_seafood_stew-0,","marjoram_shaker,","1","1","7"
"marker.n.03","Ready","False","True","a writing implement for making a mark","writing_implement.n.01,","","organizing_art_supplies-0,                         organizing_file_cabinet-0,                         organizing_school_stuff-0,                         packing_art_supplies_into_car-0,                         sorting_art_supplies-0,","marker,","24","24","5"
"marshmallow.n.01","Ready","False","True","spongy confection made of gelatin and sugar and corn syrup and dusted with powdered sugar","candy.n.01,","","make_hot_cocoa-0,                         make_party_favors_from_candy-0,","marshmallow,","3","3","2"
"martini.n.01","Substance","False","True","a cocktail made of gin (or vodka) with dry vermouth","cocktail.n.01,","","passing_out_drinks-0,","martini,","0","0","1"
"mashed_potato.n.02","Substance","True","True","","starches.n.01,","","serving_food_at_a_homeless_shelter-0,","mashed_potato,","1","1","1"
"mason_jar.n.01","Ready","False","True","a glass jar with an air-tight screw top; used in home canning","jar.n.01,","","baking_cookies_for_the_PTA_bake_sale-0,                         baking_sugar_cookies-0,                         can_fruit-0,                         can_meat-0,                         can_syrup-0,                         can_vegetables-0,                         canning_food-0,                         clean_a_candle_jar-0,                         cold_brew_coffee-0,                         cook_green_beans-0,                       ...","jar,","31","31","32"
"mat.n.01","Ready","False","True","a thick flat pad used as a floor covering","floor_cover.n.01,","","clean_cork_mats-0,                         clean_rubber_bathmats-0,                         prepare_your_garden_for_a_cat-0,","floor_mat,","1","1","3"
"mat.n.03","Ready","False","True","sports equipment consisting of a piece of thick padding on the floor for gymnastic sports","sports_equipment.n.01,","","set_up_a_preschool_classroom-0,","gym_mat,","3","3","1"
"mattress.n.01","Ready","False","True","a large thick pad filled with resilient material and often incorporating coiled springs, used as a bed or part of a bed","pad.n.04,","","clean_a_mattress-0,                         packing_moving_van-0,                         rearrange_your_room-0,","mattress,","3","3","3"
"meat_loaf.n.01","Ready","False","True","a baked loaf of ground meat","dish.n.02,                         loaf_of_bread.n.01,","","make_meatloaf-0,","meat_loaf,","2","2","1"
"meat_thermometer.n.01","Ready","False","True","a thermometer that is inserted into the center of a roast (with the top away from the heat source); used to measure how well done the meat is","thermometer.n.01,","","cook_turkey_drumsticks-0,","meat_thermometer,","1","1","1"
"meatball.n.01","Ready","False","True","ground meat formed into a ball and fried or simmered in broth","dish.n.02,","","clearing_table_after_supper-0,                         making_a_meal-0,","meatball,","1","1","2"
"melted__butter.n.01","Substance","True","True","","dairy_product.n.01,","","baking_cookies_for_the_PTA_bake_sale-0,                         baking_sugar_cookies-0,                         cleaning_kitchen_knives-0,                         cook_a_crab-0,                         cook_a_pumpkin-0,                         cook_a_turkey-0,                         cook_bok_choy-0,                         cook_corn-0,                         cook_peas-0,                         cook_rice-0,                       ...","melted__butter,","0","0","18"
"melted__grated_cheese.n.01","Substance","True","True","","cheese.n.01,","","make_nachos-0,                         making_a_snack-0,","melted__grated_cheese,","0","0","2"
"melted__white_chocolate.n.01","Substance","True","True","","chocolate.n.02,","","melt_white_chocolate-0,","melted__white_chocolate,","0","0","1"
"menu.n.01","Ready","False","True","a list of dishes available at a restaurant","bill.n.07,","","buying_fast_food-0,","menu,","6","6","1"
"microwave.n.02","Ready","False","True","kitchen appliance that cooks food by passing an electromagnetic wave through it; heat results from the absorption of energy by the water molecules in the food","kitchen_appliance.n.01,","","boil_water_in_the_microwave-0,                         clean_your_goal_keeper_gloves-0,                         cleaning_microwave_oven-0,                         cook_soup-0,                         fill_a_hot_water_bottle-0,                         heating_food_up-0,                         make_brownies-0,                         make_burrito_bowls-0,                         make_cookie_dough-0,                         make_microwave_popcorn-0,                       ...","microwave,","7","7","21"
"mildew.n.02","Substance","False","True","a fungus that produces a superficial (usually white) growth on organic matter","fungus.n.01,","","clean_a_birdcage-0,                         clean_a_drain-0,                         clean_a_sauna-0,                         clean_a_sponge-0,                         clean_rubber_bathmats-0,                         clean_the_outside_of_a_house-0,                         cleaning_patio_furniture-0,","mildew,","9","9","7"
"milk.n.01","Substance","False","False","a white nutritious liquid secreted by mammals and used as food by human beings","beverage.n.01,                         dairy_product.n.01,","chocolate_milk.n.01,                         low-fat_milk.n.01,                         whole_milk.n.01,","washing_bowls-0,","","0","0","1"
"milk__carton.n.01","Ready","True","True","","box.n.01,","","make_a_blended_iced_cappuccino-0,                         make_a_milkshake-0,                         make_an_iced_espresso-0,                         make_batter-0,                         make_biscuits-0,                         make_chocolate_milk-0,                         make_cream_from_milk-0,                         make_dinner_rolls-0,                         make_eggnog-0,                         make_hot_cocoa-0,                       ...","milk_carton,","1","1","18"
"milkshake.n.01","Substance","False","True","frothy drink of milk and flavoring and sometimes fruit or ice cream","drink.n.01,","","make_a_frappe-0,                         make_a_milkshake-0,","milkshake,","0","0","2"
"mint.n.04","Ready","False","True","the leaves of a mint plant used fresh or candied","herb.n.02,","","cook_lamb-0,                         make_a_mojito-0,                         make_dessert_watermelons-0,","mint,                         mint_leaf,","5","5","3"
"mirror.n.01","Ready","False","True","polished surface that forms images by reflecting light","reflector.n.01,","","clean_mirrors-0,                         putting_towels_in_bathroom-0,                         remove_a_wall_mirror-0,","mirror,","22","22","3"
"mixing_bowl.n.01","Ready","False","True","bowl used with an electric mixer","bowl.n.03,","","baking_cookies_for_the_PTA_bake_sale-0,                         baking_sugar_cookies-0,                         buy_and_clean_mussels-0,                         clean_snap_peas-0,                         cleaning_mushrooms-0,                         cook_mustard_greens-0,                         make_a_cheese_pastry-0,                         make_a_sugar_and_coffee_scrub-0,                         make_a_tropical_breakfast-0,                         make_bagels-0,                       ...","mixing_bowl,","3","3","32"
"modem.n.01","Ready","False","True","(from a combination of MOdulate and DEModulate) electronic equipment consisting of a device used to connect computers by a telephone line","electronic_equipment.n.01,","","installing_a_modem-0,","modem,","1","1","1"
"mold.n.02","Ready","False","True","container into which liquid is poured to create a given shape when it hardens","container.n.01,","","make_popsicles-0,","cast,","1","1","1"
"mold.n.05","Substance","False","True","a fungus that produces a superficial growth on various kinds of damp or decaying organic matter","fungus.n.01,","","clean_a_gravestone-0,                         clean_a_mattress-0,                         clean_a_sauna-0,                         clean_stucco-0,                         clean_up_water_damage-0,                         clean_your_cleaning_supplies-0,                         clean_your_laundry_room-0,                         cleaning_fan-0,","mold,","9","9","8"
"money.n.01","Ready","False","True","the most common medium of exchange; functions as legal tender","medium_of_exchange.n.01,","","buy_a_air_conditioner-0,                         buy_a_belt-0,                         buy_a_good_avocado-0,                         buy_alcohol-0,                         buy_basic_garden_tools-0,                         buy_boxes_for_packing-0,                         buy_candle_making_supplies-0,                         buy_dog_food-0,                         buy_eggs-0,                         buy_fish-0,                       ...","money,","7","7","32"
"monitor.n.04","Ready","False","True","display produced by a device that takes signals and displays them on a television screen or a computer monitor","display.n.06,","","clean_a_computer_monitor-0,                         clean_a_flat_panel_monitor-0,","monitor,","14","14","2"
"motorcycle.n.01","Ready","False","True","a motor vehicle with two wheels and a strong frame","motor_vehicle.n.01,","","wash_a_motorcycle-0,","motorcycle,","1","1","1"
"mouse.n.04","Ready","False","True","a hand-operated electronic device that controls the coordinates of a cursor on your computer screen as you move it around on a pad; on the bottom of the device is a ball that rolls on the surface of the pad","electronic_device.n.01,","","clean_a_company_office-0,                         getting_organized_for_work-0,                         set_up_a_webcam-0,","mouse,","9","9","3"
"mousepad.n.01","Ready","False","True","a small portable pad that provides traction for the ball of a computer mouse","mat.n.07,","","clean_a_mousepad-0,","mousepad,","2","2","1"
"mousetrap.n.01","Ready","False","True","a trap for catching mice","trap.n.01,","","setting_mousetraps-0,","mousetrap,","1","1","1"
"mud.n.03","Substance","True","True","","earth.n.02,","","clean_a_baseball_glove-0,                         clean_a_dirty_baseball-0,                         clean_a_golf_club-0,                         clean_a_lobster-0,                         clean_a_longboard-0,                         clean_a_turkey-0,                         clean_batting_gloves-0,                         clean_decking-0,                         clean_geodes-0,                         clean_pottery-0,                       ...","mud,","9","9","23"
"muffin.n.01","Ready","False","True","a sweet quick bread baked in a cup-shaped pan","quick_bread.n.01,","","make_a_bake_sale_stand_stall-0,                         make_muffins-0,                         pack_your_gym_bag-0,                         packing_picnic_food_into_car-0,                         prepare_a_breakfast_bar-0,                         reheat_frozen_or_chilled_food-0,","muffin,","2","2","6"
"mug.n.04","Ready","False","True","with handle and usually cylindrical","drinking_vessel.n.01,","","boil_water_in_the_microwave-0,                         brewing_coffee-0,                         clean_copper_mugs-0,                         clean_cups-0,                         clearing_table_after_breakfast-0,                         clearing_table_after_coffee-0,                         collecting_dishes_from_around_house-0,                         doing_housework_for_adult-0,                         loading_the_dishwasher-0,                         make_an_iced_espresso-0,                       ...","mug,","13","13","17"
"mulch.n.01","Substance","False","True","a protective covering of rotting vegetable matter spread to reduce evaporation and soil erosion","protective_covering.n.01,","","mulching-0,","mulch,","4","4","1"
"mulch__bag.n.01","Ready","True","True","","container.n.01,","","mulching-0,","mulch_bag,","1","1","1"
"mushroom.n.05","Ready","False","True","fleshy body of any of numerous edible fungi","vegetable.n.01,","","clean_mushrooms-0,                         cleaning_mushrooms-0,                         make_garlic_mushrooms-0,                         make_pizza-0,","mushroom,","2","2","4"
"mussel.n.01","Ready","False","True","black marine bivalves usually steamed in wine","shellfish.n.01,","","buy_and_clean_mussels-0,                         clean_mussels-0,                         cook_mussels-0,","mussel,","1","1","3"
"mustard.n.02","Substance","False","True","pungent powder or paste prepared from ground mustard seeds","condiment.n.01,","","cooking_lunch-0,","mustard,","0","0","1"
"mustard.n.03","Ready","False","True","leaves eaten as cooked greens","cruciferous_vegetable.n.01,","","cook_mustard_greens-0,","mustard_leaf,","3","3","1"
"mustard__bottle.n.01","Ready","True","True","","vessel.n.03,","","cooking_lunch-0,","mustard_bottle,","1","1","1"
"mustard_seasoning.n.01","Substance","True","True","","flavorer.n.01,","","make_mustard_herb_and_spice_seasoning-0,","mustard_seasoning,","1","1","1"
"mustard_seed.n.01","Substance","False","True","black or white seeds ground to make mustard pastes or powders","flavorer.n.01,","","make_mustard_herb_and_spice_seasoning-0,","mustard_seed,","1","1","1"
"mustard_seed__shaker.n.01","Ready","True","True","","container.n.01,","","make_mustard_herb_and_spice_seasoning-0,","mustard_seed_shaker,","1","1","1"
"napkin.n.01","Ready","False","False","a small piece of table linen that is used to wipe the mouth and to cover the lap in order to protect clothing","table_linen.n.01,","dinner_napkin.n.01,","clean_gourds-0,                         fold_a_cloth_napkin-0,                         serving_food_on_the_table-0,                         set_a_dinner_table-0,                         set_a_fancy_table-0,                         set_a_table_for_a_tea_party-0,                         set_up_a_buffet-0,                         setting_table_for_coffee-0,                         throwing_out_used_napkins-0,                         wrap_silverware-0,","","0","5","10"
"national_flag.n.01","Ready","False","True","an emblem flown as a symbol of nationality","emblem.n.02,                         flag.n.01,","","hanging_flags-0,","national_flag,","1","1","1"
"necklace.n.01","Ready","False","True","jewelry consisting of a cord or chain (often bearing gems) worn about the neck as an ornament (especially by women)","jewelry.n.01,","","clean_gold-0,","necklace,","1","1","1"
"necktie.n.01","Ready","False","True","neckwear consisting of a long narrow piece of material worn (mostly by men) under a collar and tied in knot at the front","neckwear.n.01,","","clean_a_tie-0,                         iron_a_tie-0,","necktie,","1","1","2"
"newspaper.n.03","Ready","False","True","the physical object that is the product of a newspaper publisher","product.n.02,","","bringing_newspaper_in-0,                         clean_out_a_guinea_pigs_hutch-0,                         clean_the_bottom_of_an_iron-0,                         clean_the_interior_of_your_car-0,                         clean_vans-0,                         cleaning_garage-0,                         cleaning_oven-0,                         cleaning_stuff_out_of_car-0,                         dispose_of_paper-0,                         emptying_trash_cans-0,                       ...","newspaper,","3","3","17"
"nickel.n.02","Ready","False","True","a United States coin worth one twentieth of a dollar","coin.n.01,","","clean_nickel-0,","nickel,","1","1","1"
"noodle.n.01","Substance","False","True","a ribbonlike strip of pasta","pasta.n.02,","","cook_noodles-0,                         cook_pasta-0,                         make_macaroni_and_cheese-0,                         preparing_food_for_company-0,","noodle,","5","5","4"
"noodle__jar.n.01","Ready","True","True","","vessel.n.03,","","make_macaroni_and_cheese-0,","noodle_jar,","1","1","1"
"notebook.n.01","Ready","False","True","a book with blank pages for recording notes or memoranda","book.n.02,","","buy_school_supplies-0,                         buy_school_supplies_for_high_school-0,                         clean_up_your_desk-0,                         getting_organized_for_work-0,                         prepare_an_emergency_school_kit-0,                         set_up_a_preschool_classroom-0,                         sorting_books_on_shelf-0,                         sorting_volunteer_materials-0,                         unloading_shopping_items-0,                         unpacking_childs_bag-0,                       ...","notebook,","34","34","11"
"nutmeg.n.02","Substance","False","True","hard aromatic seed of the nutmeg tree used as spice when grated or ground","spice.n.02,","","make_cookies-0,                         make_eggnog-0,                         make_pumpkin_pie_spice-0,","nutmeg,","1","1","3"
"nutmeg__shaker.n.01","Ready","True","True","","container.n.01,","","make_cookies-0,                         make_eggnog-0,                         make_pumpkin_pie_spice-0,","nutmeg_shaker,","1","1","3"
"oat.n.02","Substance","False","True","seed of the annual grass Avena sativa (spoken of primarily in the plural as `oats')","grain.n.02,","","make_granola-0,                         make_oatmeal-0,","oat,","1","1","2"
"oat__box.n.01","Ready","True","True","","container.n.01,","","make_granola-0,                         make_oatmeal-0,","oat_box,","1","1","2"
"oatmeal.n.01","Substance","False","True","porridge made of rolled oats","porridge.n.01,","","make_oatmeal-0,","oatmeal,","0","0","1"
"olive.n.04","Ready","False","True","one-seeded fruit of the European olive tree usually pickled and used as a relish","drupe.n.01,                         relish.n.02,","","thawing_frozen_food-0,","olive,","6","6","1"
"olive_oil.n.01","Substance","False","True","oil from olives","vegetable_oil.n.01,","","cook_asparagus-0,                         cook_chicken_and_rice-0,                         cook_green_beans-0,                         cook_kale-0,                         cook_onions-0,                         cook_peppers-0,                         cook_quail-0,                         cook_sausages-0,                         cook_vegetables-0,                         cook_zucchini-0,                       ...","olive_oil,","0","0","23"
"olive_oil__bottle.n.01","Ready","True","True","","vessel.n.03,","","cook_asparagus-0,                         cook_chicken_and_rice-0,                         cook_green_beans-0,                         cook_kale-0,                         cook_onions-0,                         cook_peppers-0,                         cook_quail-0,                         cook_sausages-0,                         cook_vegetables-0,                         cook_zucchini-0,                       ...","olive_oil_bottle,","1","1","22"
"onion_powder.n.01","Substance","True","True","","flavorer.n.01,","","cook_ground_beef-0,","onion_powder,","1","1","1"
"onion_powder__shaker.n.01","Ready","True","True","","container.n.01,","","cook_ground_beef-0,","onion_powder_shaker,","1","1","1"
"onion_ring_batter.n.01","Substance","True","True","","batter.n.02,","","make_onion_ring_batter-0,","onion_ring_batter,","0","0","1"
"orange.n.01","Ready","False","True","round yellow to orange fruit of any of several citrus trees","citrus.n.01,","","make_fruit_punch-0,                         prepare_a_filling_breakfast-0,","orange,","3","3","2"
"orange_juice.n.01","Substance","False","True","bottled or freshly squeezed juice of oranges","fruit_juice.n.01,","","cleaning_glasses_off_bar-0,                         getting_a_drink-0,                         make_citrus_punch-0,","orange_juice,","0","0","3"
"orange_juice__carton.n.01","Ready","True","True","","box.n.01,","","make_citrus_punch-0,","orange_juice_carton,","1","1","1"
"orzo.n.01","Substance","False","True","pasta shaped like pearls of barley; frequently prepared with lamb in Greek cuisine","pasta.n.02,","","cooking_a_feast-0,","orzo,","0","0","1"
"oven.n.01","Ready","False","True","kitchen appliance used for baking or roasting","kitchen_appliance.n.01,","","baking_cookies_for_the_PTA_bake_sale-0,                         baking_sugar_cookies-0,                         clean_shrimp-0,                         cleaning_oven-0,                         cook_a_brisket-0,                         cook_a_duck-0,                         cook_a_frozen_pie-0,                         cook_a_ham-0,                         cook_a_pumpkin-0,                         cook_a_turkey-0,                       ...","oven,","17","17","67"
"pack__of__bread.n.01","Ready","True","True","","grocery.n.02,","","stock_grocery_shelves-0,","pack_of_bread,","4","4","1"
"pack__of__chocolate_bar.n.01","Ready","True","True","","grocery.n.02,","","stash_snacks_in_your_room-0,                         stock_grocery_shelves-0,","pack_of_chocolate_bar,","3","3","2"
"pack__of__ground_beef.n.01","Ready","True","True","","grocery.n.02,","","buy_meat_from_a_butcher-0,                         buy_natural_beef-0,                         putting_shopping_away-0,","pack_of_ground_beef,","1","1","3"
"pack__of__pasta.n.01","Ready","True","True","","grocery.n.02,","","buy_food_for_a_party-0,                         distributing_groceries_at_food_bank-0,","pack_of_pasta,","1","1","2"
"package.n.02","Ready","False","True","a wrapped container","container.n.01,","","collecting_mail_from_the_letterbox-0,                         getting_package_from_post_office-0,                         sending_packages-0,","package,","1","1","3"
"packing_box.n.02","Ready","False","True","a large crate in which goods are packed for shipment or storage","crate.n.01,","","clean_a_turkey-0,                         cleaning_garden_tools-0,                         distributing_groceries_at_food_bank-0,                         donating_toys-0,                         hang_a_dartboard-0,                         make_a_christmas_gift_box-0,                         organizing_volunteer_materials-0,                         preparing_lunch_box-0,                         putting_away_games-0,                         set_up_a_preschool_classroom-0,                       ...","packing_box,","1","1","17"
"pad.n.01","Ready","False","False","a number of sheets of paper fastened together along one edge","paper.n.01,","notepad.n.01,                         sticky_note.n.01,","picking_up_trash-0,","","0","6","1"
"paintbrush.n.01","Ready","False","True","a brush used as an applicator (to apply paint)","applicator.n.01,                         brush.n.02,","","organizing_art_supplies-0,                         sorting_art_supplies-0,                         staining_wood_furniture-0,","paintbrush,","6","6","3"
"painting.n.01","Ready","False","True","graphic art consisting of an artistic composition made by applying paints to a surface","graphic_art.n.01,","","cleaning_bedroom-0,                         moving_stuff_to_storage-0,                         setting_up_silent_auction-0,                         unloading_shopping_items-0,","canvas,                         painting,","40","40","4"
"pajama.n.02","Ready","False","True","(usually plural) loose-fitting nightclothes worn for sleeping or lounging; have a jacket top and trousers","nightwear.n.01,","","putting_laundry_in_drawer-0,                         store_baby_clothes-0,","pajamas,","1","1","2"
"pallet.n.02","Ready","False","True","a portable platform for storing or moving goods that are stacked on it","platform.n.01,","","clean_wood_pallets-0,                         sweeping_garage-0,","pallet,","1","1","2"
"pan.n.01","Ready","False","False","cooking utensil consisting of a wide metal vessel","cooking_utensil.n.01,","frying_pan.n.01,                         roaster.n.04,                         saucepan.n.01,                         wok.n.01,","unpacking_moving_van-0,                         washing_pots_and_pans-0,","","0","17","2"
"pancake_batter.n.01","Substance","False","True","batter for making pancakes","batter.n.02,","","make_batter-0,","pancake_batter,","0","0","1"
"paper.n.01","Ready","False","False","a material made of cellulose pulp derived mainly from wood or rags or certain grasses","material.n.01,","cardboard.n.01,                         pad.n.01,                         sheet.n.02,                         tissue.n.02,                         wallpaper.n.01,                         wax_paper.n.01,                         wrapping_paper.n.01,                         writing_paper.n.01,","bringing_paper_to_recycling-0,                         cleaning_garden_path-0,                         dispose_of_paper-0,","","0","19","3"
"paper_coffee_filter.n.01","Ready","True","True","","coffee_filter.n.01,","","clean_an_espresso_machine-0,                         set_up_a_coffee_station_in_your_kitchen-0,","paper_coffee_filter,","1","1","2"
"paper_towel.n.01","Ready","False","True","a disposable towel made of absorbent paper","towel.n.01,","","buy_and_clean_mussels-0,                         clean_a_box_fan-0,                         clean_a_candle_jar-0,                         clean_a_vacuum-0,                         clean_a_whiteboard-0,                         clean_bok_choy-0,                         clean_cabbage-0,                         clean_mirrors-0,                         clean_mushrooms-0,                         clean_mussels-0,                       ...","paper_towel,","9","9","19"
"paperback_book.n.01","Ready","False","True","a book with paper covers","book.n.02,","","clean_up_your_desk-0,                         picking_up_books_at_library-0,","paperback_book,","138","138","2"
"paprika.n.02","Substance","False","True","a mild powdered seasoning made from dried pimientos","flavorer.n.01,","","cook_seafood_paella-0,                         cook_shrimp-0,                         make_chicken_fajitas-0,                         make_nachos-0,","paprika,","1","1","4"
"paprika__shaker.n.01","Ready","True","True","","container.n.01,","","cook_seafood_paella-0,                         cook_shrimp-0,                         make_chicken_fajitas-0,                         make_nachos-0,","paprika_shaker,","1","1","4"
"paraffin.n.01","Ready","False","True","from crude petroleum; used for candles and for preservative or waterproof coatings","wax.n.01,","","buy_candle_making_supplies-0,","paraffin_wax,","2","2","1"
"parmesan.n.01","Substance","False","True","hard dry sharp-flavored Italian cheese; often grated","cheese.n.01,","","cook_vegetables-0,                         cooking_lunch-0,                         make_macaroni_and_cheese-0,","parmesan,","1","1","3"
"parmesan__shaker.n.01","Ready","True","True","","container.n.01,","","cook_vegetables-0,                         cooking_lunch-0,","parmesan_shaker,","1","1","2"
"parsley.n.02","Ready","False","True","aromatic herb with flat or crinkly leaves that are cut finely and used to garnish food","herb.n.02,","","make_seafood_stew-0,                         make_white_wine_sauce-0,                         serving_hors_d_oeuvres-0,","parsley,","12","12","3"
"pasta__box.n.01","Ready","True","True","","container.n.01,","","cook_pasta-0,                         cooking_a_feast-0,                         making_a_meal-0,                         preparing_food_for_company-0,","pasta_box,","1","1","4"
"pastry.n.01","Ready","False","True","a dough of flour and water and shortening","dough.n.01,","","make_pastry-0,","pastry,","1","1","1"
"pastry.n.02","Ready","False","False","any of various baked foods made of dough or batter","baked_goods.n.01,","ice_cream_cone.n.01,                         pie.n.01,","set_a_table_for_a_tea_party-0,","","0","12","1"
"patty.n.01","Ready","False","True","small flat mass of chopped food","dish.n.02,","","grill_burgers-0,","patty,","1","1","1"
"paving_stone.n.01","Ready","False","True","a stone used for paving","stone.n.02,","","cleaning_pavement-0,                         laying_paving_stones-0,","paver,                         paving_stone,","1","1","2"
"pea.n.01","Substance","False","True","seed of a pea plant used for food","legume.n.03,","","cook_peas-0,                         cook_seafood_paella-0,                         make_stew-0,","pea,","8","8","3"
"pea_pod.n.01","Ready","False","True","husk of a pea; edible in some garden peas","pod.n.01,","","clean_snap_peas-0,                         clean_snow_peas-0,                         cook_snap_peas-0,","pea_pod,","1","1","3"
"peach.n.03","Ready","False","True","downy juicy fruit with sweet yellowish or whitish flesh","drupe.n.01,                         edible_fruit.n.01,","","can_fruit-0,","peach,","1","1","1"
"peanut_butter.n.01","Substance","False","True","a spread made from ground peanuts","spread.n.05,","","make_a_sandwich-0,                         make_homemade_bird_food-0,","peanut_butter,","0","0","2"
"peanut_butter__jar.n.01","Ready","True","True","","vessel.n.03,","","make_a_sandwich-0,                         make_homemade_bird_food-0,","peanut_butter_jar,","1","1","2"
"pear.n.01","Ready","False","True","sweet juicy gritty-textured fruit available in many varieties","edible_fruit.n.01,                         pome.n.01,","","make_baked_pears-0,                         make_stewed_fruit-0,","pear,","4","4","2"
"pearl.n.01","Ready","False","True","a smooth lustrous round structure inside the shell of a clam or oyster; much valued as a jewel","jewel.n.01,","","clean_pearls-0,","pearl,","1","1","1"
"pebble.n.01","Ready","False","True","a small smooth rounded rock","rock.n.01,","","polish_rocks-0,                         setup_a_fish_tank-0,","pebble,","3","3","2"
"pecan.n.03","Substance","False","True","smooth brown oval nut of south central United States","edible_nut.n.01,","","make_granola-0,","pecan,","1","1","1"
"pedestal_table.n.01","Ready","False","True","a table supported by a single central column","table.n.02,","","hang_paper_lanterns-0,                         hanging_address_numbers-0,","pedestal_table,","21","21","2"
"pellet_food.n.01","Substance","True","True","","petfood.n.01,","","set_up_a_guinea_pig_cage-0,","pellet_food,","1","1","1"
"pellet_food__bag.n.01","Ready","True","True","","container.n.01,","","set_up_a_guinea_pig_cage-0,","pellet_food_bag,","1","1","1"
"pen.n.01","Ready","False","True","a writing implement with a point from which ink flows","writing_implement.n.01,","","buy_school_supplies_for_high_school-0,                         buying_office_supplies-0,                         clean_a_company_office-0,                         clean_up_your_desk-0,                         clean_your_pencil_case-0,                         getting_organized_for_work-0,                         organizing_art_supplies-0,                         organizing_school_stuff-0,                         pack_a_pencil_case-0,                         prepare_an_emergency_school_kit-0,                       ...","pen,","9","9","12"
