Object name,Valid Name,Original category (auto),ID (auto),New Category,Original Synset (auto),New Synset (auto),Duplicate?,Exists in deletion?
fence-ewgkos,1,fence,ewgkos,rail_fence,#N/A,rail_fence.n.01,0,0
fence-qgpjhr,1,fence,qgpjhr,rail_fence,#N/A,rail_fence.n.01,0,0
fence-shqfvd,1,fence,shqfvd,stone_wall,#N/A,stone_wall.n.01,0,0
cup-jdijek,1,cup,jdijek,beaker,#N/A,beaker.n.02,0,0
cup-uobdoq,1,cup,uobdoq,beaker,#N/A,beaker.n.02,0,0
cup-fyrkzs,1,cup,fyrkzs,beaker,#N/A,beaker.n.02,0,0
cup-rhohgs,1,cup,rhohgs,beaker,#N/A,beaker.n.02,0,0
cup-zycgen,1,cup,zycgen,beaker,#N/A,beaker.n.02,0,0
cup-fxrsyi,1,cup,fxrsyi,beaker,#N/A,beaker.n.02,0,0
cup-oxfzfe,1,cup,oxfzfe,teacup,#N/A,teacup.n.02,0,0
cup-exzsal,1,cup,exzsal,beaker,#N/A,beaker.n.02,0,0
toy-akguod,1,toy,akguod,toy_dice,#N/A,toy_dice.n.01,0,0
toy-bjrxkj,1,toy,bjrxkj,toy_dice,#N/A,toy_dice.n.01,0,0
toy-cmqtch,1,toy,cmqtch,toy_dice,#N/A,toy_dice.n.01,0,0
toy-dgagea,1,toy,dgagea,teddy_bear,#N/A,teddy.n.01,0,0
toy-dgnnin,1,toy,dgnnin,toy_car,#N/A,toy_car.n.01,0,0
toy-dgphap,1,toy,dgphap,toy_figure,#N/A,toy_figure.n.01,0,0
toy-dupdoy,1,toy,dupdoy,toy_dice,#N/A,toy_dice.n.01,0,0
toy-eqwazv,1,toy,eqwazv,toy_dice,#N/A,toy_dice.n.01,0,0
toy-eulekw,1,toy,eulekw,toy_figure,#N/A,toy_figure.n.01,0,0
toy-fekpjq,1,toy,fekpjq,toy_figure,#N/A,toy_figure.n.01,0,0
toy-gcevml,1,toy,gcevml,toy_dice,#N/A,toy_dice.n.01,0,0
toy-grsmja,1,toy,grsmja,toy_figure,#N/A,toy_figure.n.01,0,0
toy-haqumx,1,toy,haqumx,toy_dice,#N/A,toy_dice.n.01,0,0
toy-hbkqqp,1,toy,hbkqqp,toy_dice,#N/A,toy_dice.n.01,0,0
toy-ievnsq,1,toy,ievnsq,toy_dice,#N/A,toy_dice.n.01,0,0
toy-isdkwp,1,toy,isdkwp,toy_figure,#N/A,toy_figure.n.01,0,0
toy-iwtobr,1,toy,iwtobr,classroom_mock_up,#N/A,mock-up.n.01,0,0
toy-kitqln,1,toy,kitqln,toy_figure,#N/A,toy_figure.n.01,0,0
toy-kjoafi,1,toy,kjoafi,beach_toy,#N/A,beach_toy.n.01,0,0
toy-kmagva,1,toy,kmagva,toy_dice,#N/A,toy_dice.n.01,0,0
toy-krpdji,1,toy,krpdji,toy_dice,#N/A,toy_dice.n.01,0,0
toy-ksijjl,1,toy,ksijjl,toy_car,#N/A,toy_car.n.01,0,0
toy-kvjpue,1,toy,kvjpue,toy_car,#N/A,toy_car.n.01,0,0
toy-lowndg,1,toy,lowndg,baseball_bat,#N/A,baseball_bat.n.01,0,0
toy-meyqyk,1,toy,meyqyk,toy_dice,#N/A,toy_dice.n.01,0,0
toy-mqvaaa,1,toy,mqvaaa,toy_dice,#N/A,toy_dice.n.01,0,0
toy-mvwvlv,1,toy,mvwvlv,teddy_bear,#N/A,teddy.n.01,0,0
toy-nhtywr,1,toy,nhtywr,toy_car,#N/A,toy_car.n.01,0,0
toy-nmhsvp,1,toy,nmhsvp,toy_dice,#N/A,toy_dice.n.01,0,0
toy-psfkaj,1,toy,psfkaj,toy_figure,#N/A,toy_figure.n.01,0,0
toy-pzbapa,1,toy,pzbapa,toy_dice,#N/A,toy_dice.n.01,0,0
toy-qtcfxi,1,toy,qtcfxi,toy_dice,#N/A,toy_dice.n.01,0,0
toy-rbzyrv,1,toy,rbzyrv,toy_dice,#N/A,toy_dice.n.01,0,0
toy-rkqqay,1,toy,rkqqay,toy_figure,#N/A,toy_figure.n.01,0,0
toy-tmbrrq,1,toy,tmbrrq,toy_figure,#N/A,toy_figure.n.01,0,0
toy-ukalmn,1,toy,ukalmn,toy_figure,#N/A,toy_figure.n.01,0,0
toy-usnnxe,1,toy,usnnxe,toy_figure,#N/A,toy_figure.n.01,0,0
toy-vansnq,1,toy,vansnq,toy_figure,#N/A,toy_figure.n.01,0,0
toy-wojwvu,1,toy,wojwvu,alphabet_abacus,#N/A,alphabet_abacus.n.01,0,0
toy-wonucj,1,toy,wonucj,beach_toy,#N/A,beach_toy.n.01,0,0
toy-wyxlhc,1,toy,wyxlhc,toy_dice,#N/A,toy_dice.n.01,0,0
toy-xfqqhh,1,toy,xfqqhh,toy_dice,#N/A,toy_dice.n.01,0,0
toy-yjudsy,1,toy,yjudsy,classroom_mock_up,#N/A,mock-up.n.01,0,0
toy-yxiksm,1,toy,yxiksm,toy_figure,#N/A,toy_figure.n.01,0,0
toy-zltgeo,1,toy,zltgeo,toy_figure,#N/A,toy_figure.n.01,0,0
toy-zsljeg,1,toy,zsljeg,beach_toy,#N/A,beach_toy.n.01,0,0
toy-zublep,1,toy,zublep,toy_dice,#N/A,toy_dice.n.01,0,0
bedsheet-ivmsdt,1,bedsheet,ivmsdt,bed_sheet,#N/A,sheet.n.03,0,0
bedsheet-jfsovh,1,bedsheet,jfsovh,bed_sheet,#N/A,sheet.n.03,0,0
bedsheet-ldpbcu,1,bedsheet,ldpbcu,bed_sheet,#N/A,sheet.n.03,0,0
bedsheet-omsbux,1,bedsheet,omsbux,bed_sheet,#N/A,sheet.n.03,0,0
bedsheet-padfds,1,bedsheet,padfds,bed_sheet,#N/A,sheet.n.03,0,0
bedsheet-xeskbh,1,bedsheet,xeskbh,bed_sheet,#N/A,sheet.n.03,0,0
bulb-sxkjea,1,bulb,sxkjea,light_bulb,#N/A,light_bulb.n.01,0,0
zhenglong-qpzbqp,1,zhenglong,qpzbqp,steamer_basket,#N/A,steamer.n.02,0,0
boiler-lbcxwi,1,boiler,lbcxwi,cauldron,#N/A,caldron.n.01,0,0
boiler-qmdgct,1,boiler,qmdgct,electric_cauldron,#N/A,electric_cauldron.n.01,0,0
console_table-bwlfnu,1,console_table,bwlfnu,commercial_kitchen_table,console_table.n.01,countertop.n.01,0,0
grand_piano-qlcpph,1,grand_piano,qlcpph,piano,#N/A,piano.n.01,0,0
half_agabe-npxccb,1,half_agabe,npxccb,half_agave,#N/A,half__agave.n.01,0,0
half_argula-bihmpr,1,half_argula,bihmpr,half_arugula,#N/A,half__arugula.n.01,0,0
half_french_tost-enjjdg,1,half_french_tost,enjjdg,half_french_toast,#N/A,half__french_toast.n.01,0,0
half_omlet-kkctir,1,half_omlet,kkctir,half_omelet,#N/A,half__omelet.n.01,0,0
half_spicy_cookie-qrwsjv,1,half_spicy_cookie,qrwsjv,half_spice_cookie,#N/A,half__spice_cookie.n.01,0,0
half_donut-qcuowh,1,half_donut,qcuowh,half_doughnut,#N/A,half__doughnut.n.01,0,0
half_donut-qhhrmz,1,half_donut,qhhrmz,half_doughnut,#N/A,half__doughnut.n.01,0,0
half_macaron-gafeof,1,half_macaron,gafeof,half_macaroon,#N/A,half__macaroon.n.01,0,0
half_macaron-znmffr,1,half_macaron,znmffr,half_macaroon,#N/A,half__macaroon.n.01,0,0
half_tortilla_chips-plnyld,1,half_tortilla_chips,plnyld,half_tortilla_chip,#N/A,half__tortilla_chip.n.01,0,0
half_tortilla_chips-sbleta,1,half_tortilla_chips,sbleta,half_tortilla_chip,#N/A,half__tortilla_chip.n.01,0,0
savory_spice_shaker-ykujyn,1,savory_spice_shaker,ykujyn,pepper_shaker,#N/A,pepper__shaker.n.01,0,0
parsley_shaker-tgcwtr,1,parsley_shaker,tgcwtr,pepper_shaker,#N/A,pepper__shaker.n.01,0,0
basil_leaf-dkuhvb,1,basil_leaf,dkuhvb,basil,#N/A,basil.n.03,0,0
strawberries-ntxofi,1,strawberries,ntxofi,strawberry,#N/A,strawberry.n.01,0,0
chili_pepper-rafkbt,1,chili_pepper,rafkbt,chili,#N/A,chili.n.02,0,0
chili_pepper-agecro,1,chili_pepper,agecro,chili,#N/A,chili.n.02,0,0
raspberries-ygrfsn,1,raspberries,ygrfsn,raspberry,#N/A,raspberry.n.02,0,0
mint_leaf-asdasd,1,mint_leaf,asdasd,mint,#N/A,mint.n.04,0,0
mint_leaf-ujfdga,1,mint_leaf,ujfdga,mint,#N/A,mint.n.04,0,0
clove-jwhnfc,1,clove,jwhnfc,garlic_clove,#N/A,clove.n.03,0,0
clove-wyyhmi,1,clove,wyyhmi,garlic_clove,#N/A,clove.n.03,0,0
sprinkler-nodoxv,1,sprinkler,nodoxv,fire_sprinkler,#N/A,fire_sprinkler.n.01,0,0
coffee_maker-artpwc,1,coffee_maker,artpwc,espresso_machine,coffee_maker.n.01,espresso_machine.n.01,0,0
coffee_maker-cycsgl,1,coffee_maker,cycsgl,espresso_machine,coffee_maker.n.01,espresso_machine.n.01,0,0
coffee_maker-nqmdal,1,coffee_maker,nqmdal,water_cooler,coffee_maker.n.01,water_cooler.n.01,0,0
coffee_maker-qhrtyw,1,coffee_maker,qhrtyw,espresso_machine,coffee_maker.n.01,espresso_machine.n.01,0,0
coffee_maker-xybbzt,1,coffee_maker,xybbzt,espresso_machine,coffee_maker.n.01,espresso_machine.n.01,0,0
fragrance_decanter-ngcvaw,1,fragrance_decanter,ngcvaw,reed_diffuser,#N/A,reed_diffuser.n.01,0,0
pool-sbvksi,1,pool,sbvksi,wading_pool,#N/A,wading_pool.n.01,0,0
vase-szsudo,1,vase,szsudo,outline_vase,vase.n.01,outline_vase.n.01,0,0
vase-wmuysk,1,vase,wmuysk,outline_vase,vase.n.01,outline_vase.n.01,0,0
jar-acsllv,1,jar,acsllv,jar_of_sesame_seed,#N/A,jar__of__sesame_seed.n.01,0,0
jar-bpxhso,1,jar,bpxhso,jar_of_cumin,#N/A,jar__of__cumin.n.01,0,0
jar-dlvall,1,jar,dlvall,jar_of_clove,#N/A,jar__of__clove.n.01,0,0
jar-bnrvcs,1,jar,bnrvcs,jar_of_coffee,#N/A,jar__of__coffee.n.01,0,0
jar-busiti,1,jar,busiti,jar_of_strawberry_jam,#N/A,jar__of__strawberry_jam.n.01,0,0
jar-gkakwk,1,jar,gkakwk,jar_of_peppercorns,#N/A,jar__of__peppercorns.n.01,0,0
jar-iuydyz,1,jar,iuydyz,jar_of_pepper_seasoning,#N/A,jar__of__pepper_seasoning.n.01,0,0
jar-kfzxah,1,jar,kfzxah,jar_of_kidney_beans,#N/A,jar__of__kidney_beans.n.01,0,0
jar-miivhi,1,jar,miivhi,jar_of_tumeric,#N/A,jar__of__tumeric.n.01,0,0
jar-mlnuza,1,jar,mlnuza,bottle_of_strawberry_juice,#N/A,bottle__of__strawberry_juice.n.01,0,0
jar-mxhrcl,1,jar,mxhrcl,jar_of_chilli_powder,#N/A,jar__of__chilli_powder.n.01,0,0
jar-sjwgfn,1,jar,sjwgfn,jar_of_cocoa,#N/A,jar__of__cocoa.n.01,0,0
jar-vyfehw,1,jar,vyfehw,jar_of_cumin,#N/A,jar__of__cumin.n.01,0,0
coffee_maker-tysouc,1,coffee_maker,tysouc,espresso_machine,coffee_maker.n.01,espresso_machine.n.01,0,0
vase-pqsamn,1,vase,pqsamn,outline_vase,vase.n.01,outline_vase.n.01,0,0
tray-mmegts,1,tray,mmegts,outline_tray,tray.n.01,outline_tray.n.01,0,0
coatrack-gypwkr,1,coatrack,gypwkr,hall_tree,coatrack.n.01,hallstand.n.01,0,0
hanger-bndsom,1,hanger,bndsom,ceiling_rack,hanger.n.02,ceiling_rack.n.01,0,0
hanger-fclnmc,1,hanger,fclnmc,ceiling_rack,hanger.n.02,ceiling_rack.n.01,0,0
hanger-krcbvr,1,hanger,krcbvr,ceiling_rack,hanger.n.02,ceiling_rack.n.01,0,0
hanger-miimrw,1,hanger,miimrw,ceiling_rack,hanger.n.02,ceiling_rack.n.01,0,0
hanger-rjfwip,1,hanger,rjfwip,ceiling_rack,hanger.n.02,ceiling_rack.n.01,0,0
hanger-ftujuv,1,hanger,ftujuv,ceiling_rack,hanger.n.02,ceiling_rack.n.01,0,0
hanger-sbwapx,1,hanger,sbwapx,ceiling_rack,hanger.n.02,ceiling_rack.n.01,0,0
lantern-engbrg,1,lantern,engbrg,glass_lantern,#N/A,glass_lantern.n.01,0,0
lantern-onfjnh,1,lantern,onfjnh,glass_lantern,#N/A,glass_lantern.n.01,0,0
lantern-zjuwnf,1,lantern,zjuwnf,glass_lantern,#N/A,glass_lantern.n.01,0,0
lantern-otidux,1,lantern,otidux,glass_lantern,#N/A,glass_lantern.n.01,0,0
lantern-cvzqeb,1,lantern,cvzqeb,paper_lantern,#N/A,paper_lantern.n.01,0,0
lantern-hcieco,1,lantern,hcieco,paper_lantern,#N/A,paper_lantern.n.01,0,0
lantern-qghfol,1,lantern,qghfol,chandelier,#N/A,chandelier.n.01,0,0
lantern-xtwiwi,1,lantern,xtwiwi,chandelier,#N/A,chandelier.n.01,0,0
lantern-zgwevt,1,lantern,zgwevt,chandelier,#N/A,chandelier.n.01,0,0
lantern-fndlbf,1,lantern,fndlbf,glass_lantern,#N/A,glass_lantern.n.01,0,0
lantern-rqbseh,1,lantern,rqbseh,glass_lantern,#N/A,glass_lantern.n.01,0,0
lantern-wvmsse,1,lantern,wvmsse,glass_lantern,#N/A,glass_lantern.n.01,0,0
poster-iqnvyu,1,poster,iqnvyu,poster_roll,poster.n.01,scroll.n.02,0,0
poster-mlezct,1,poster,mlezct,poster_roll,poster.n.01,scroll.n.02,0,0
poster-sjrlmi,1,poster,sjrlmi,poster_roll,poster.n.01,scroll.n.02,0,0
poster-vqkwuk,1,poster,vqkwuk,poster_roll,poster.n.01,scroll.n.02,0,0
fence-akeroe,1,fence,akeroe,rail_fence,#N/A,rail_fence.n.01,0,0
fence-alekre,1,fence,alekre,rail_fence,#N/A,rail_fence.n.01,0,0
fence-eoeeeo,1,fence,eoeeeo,rail_fence,#N/A,rail_fence.n.01,0,0
fence-friakc,1,fence,friakc,rail_fence,#N/A,rail_fence.n.01,0,0
fence-lamwbr,1,fence,lamwbr,rail_fence,#N/A,rail_fence.n.01,0,0
fence-lqwler,1,fence,lqwler,rail_fence,#N/A,rail_fence.n.01,0,0
fence-qksssk,1,fence,qksssk,rail_fence,#N/A,rail_fence.n.01,0,0
fence-yyyoer,1,fence,yyyoer,rail_fence,#N/A,rail_fence.n.01,0,0
adhesive-sqzyci,1,adhesive,sqzyci,glue_stick,#N/A,glue_stick.n.01,0,0
duct_tape-kavsnx,1,duct_tape,kavsnx,cellulose_tape,duct_tape.n.01,cellulose_tape.n.01,0,0
alcohol-qvhrjh,1,alcohol,qvhrjh,bottle_of_alcohol,#N/A,bottle__of__alcohol.n.01,0,0
alfredo_sauce-xwzqjr,1,alfredo_sauce,xwzqjr,bottle_of_alfredo_sauce,#N/A,bottle__of__alfredo_sauce.n.01,0,0
almond_milk-oiiqwq,1,almond_milk,oiiqwq,box_of_almond_milk,#N/A,box__of__almond_milk.n.01,0,0
ammonia-daasuw,1,ammonia,daasuw,bottle_of_ammonia,#N/A,bottle__of__ammonia.n.01,0,0
antihistamines-agavwx,1,antihistamines,agavwx,bottle_of_antihistamines,#N/A,bottle__of__antihistamines.n.01,0,0
apple_cider-frekrp,1,apple_cider,frekrp,bottle_of_apple_cider,#N/A,bottle__of__apple_cider.n.01,0,0
aspirin-psvktc,1,aspirin,psvktc,bottle_of_aspirin,#N/A,bottle__of__aspirin.n.01,0,0
atomizer-tehmzy,1,atomizer,tehmzy,spray_can,#N/A,aerosol.n.02,0,0
baby_oil-xpdlrr,1,baby_oil,xpdlrr,bottle_of_baby_oil,#N/A,bottle__of__baby_oil.n.01,0,0
baking_powder-vzgrlv,1,baking_powder,vzgrlv,box_of_baking_powder,baking_powder.n.01,box__of__baking_powder.n.01,0,0
baking_powder-zevydc,1,baking_powder,zevydc,box_of_baking_powder,baking_powder.n.01,box__of__baking_powder.n.01,0,0
baking_soda-pskrgy,1,baking_soda,pskrgy,box_of_baking_soda,#N/A,box__of__baking_soda.n.01,0,0
ball-nofzds,1,ball,nofzds,volleyball,#N/A,volleyball.n.02,0,0
balsamic_vinegar-hbsbwt,1,balsamic_vinegar,hbsbwt,vinegar_bottle,#N/A,vinegar__bottle.n.01,0,0
bar_cart-yaabya,1,bar_cart,yaabya,serving_cart,#N/A,serving_cart.n.01,0,0
barley-lxpwnw,1,barley,lxpwnw,box_of_barley,#N/A,box__of__barley.n.01,0,0
basket-clziqw,1,basket,clziqw,hamper,#N/A,hamper.n.02,0,0
basket-pcyjbu,1,basket,pcyjbu,hamper,#N/A,hamper.n.02,0,0
basket-pgwdlg,1,basket,pgwdlg,hamper,#N/A,hamper.n.02,0,0
basket-pqzyxx,1,basket,pqzyxx,hamper,#N/A,hamper.n.02,0,0
basket-wdsnjy,1,basket,wdsnjy,hamper,#N/A,hamper.n.02,0,0
basket-wqxrbf,1,basket,wqxrbf,hamper,#N/A,hamper.n.02,0,0
basket-xhdtjn,1,basket,xhdtjn,hamper,#N/A,hamper.n.02,0,0
basket-xjftlf,1,basket,xjftlf,hamper,#N/A,hamper.n.02,0,0
bath_salt-dtrjxi,1,bath_salt,dtrjxi,jar_of_bath_salt,#N/A,jar__of__bath_salt.n.01,0,0
bath_salt-erglwp,1,bath_salt,erglwp,jar_of_bath_salt,#N/A,jar__of__bath_salt.n.01,0,0
bay_leaf-ppwvjf,1,bay_leaf,ppwvjf,can_of_bay_leaves,bay_leaf.n.01,can__of__bay_leaves.n.01,0,0
bean-dyjvwv,1,bean,dyjvwv,green_bean,#N/A,green_bean.n.01,0,0
bean-lvbjws,1,bean,lvbjws,green_bean,#N/A,green_bean.n.01,0,0
bean-mfkwzi,1,bean,mfkwzi,black_bean,#N/A,black_bean.n.01,0,0
bean-ncvtfs,1,bean,ncvtfs,black_bean,#N/A,black_bean.n.01,0,0
beef-vdfkby,1,beef,vdfkby,loin,#N/A,loin.n.01,0,0
beer-phdimo,1,beer,phdimo,bottle_of_beer,#N/A,bottle__of__beer.n.01,0,0
bleach-lfjumk,1,bleach,lfjumk,bottle_of_bleach_agent,#N/A,bottle__of__bleach_agent.n.01,0,0
blinds-mmaana,1,blinds,mmaana,window_blind,#N/A,window_blind.n.01,0,0
blow_dryer-ylutzy,1,blow_dryer,ylutzy,hair_dryer,#N/A,hand_blower.n.01,0,0
blueberry-tvpfvb,1,blueberry,tvpfvb,blackberry,blueberry.n.02,blackberry.n.01,0,0
boat-coanpv,1,boat,coanpv,skiff,#N/A,skiff.n.01,0,0
bolt-bkxwfh,1,bolt,bkxwfh,screw,#N/A,screw.n.04,0,0
bolt-lczbkm,1,bolt,lczbkm,screw,#N/A,screw.n.04,0,0
boot-fajzct,1,boot,fajzct,rubber_boot,#N/A,rubber_boot.n.01,0,0
bottle_cap-pwsngg,1,bottle_cap,pwsngg,cap,#N/A,cap.n.02,0,0
bottle_cap-qscujv,1,bottle_cap,qscujv,cap,#N/A,cap.n.02,0,0
bottle_cap-vsvwig,1,bottle_cap,vsvwig,cap,#N/A,cap.n.02,0,0
brandy-wfflbd,1,brandy,wfflbd,bottle_of_whiskey,#N/A,bottle__of__whiskey.n.01,0,0
bread-gwdhyj,1,bread,gwdhyj,scone,#N/A,scone.n.01,0,0
bread-lourny,1,bread,lourny,sourdough,#N/A,sour_bread.n.01,0,0
bread-ltjltm,1,bread,ltjltm,sourdough,#N/A,sour_bread.n.01,0,0
bread-mtvmux,1,bread,mtvmux,sourdough,#N/A,sour_bread.n.01,0,0
bread-ndcexh,1,bread,ndcexh,sourdough,#N/A,sour_bread.n.01,0,0
bread-pfggnm,1,bread,pfggnm,bread_slice,#N/A,bread_slice.n.01,0,0
bread-srvbxf,1,bread,srvbxf,sourdough,#N/A,sour_bread.n.01,0,0
bread-xhqnuc,1,bread,xhqnuc,baguette,#N/A,baguet.n.01,0,0
bread-yedlgq,1,bread,yedlgq,bread_slice,#N/A,bread_slice.n.01,0,0
breadcrumbs-nvhvxe,1,breadcrumbs,nvhvxe,bag_of_breadcrumbs,#N/A,bag__of__breadcrumbs.n.01,0,0
brown_rice-tnfazj,1,brown_rice,tnfazj,bag_of_brown_rice,brown_rice.n.01,bag__of__brown_rice.n.01,0,0
bug_repellent-qqztry,1,bug_repellent,qqztry,bottle_of_bug_repellent,#N/A,bottle__of__bug_repellent.n.01,0,0
bun-fqxumh,1,bun,fqxumh,hamburger_bun,#N/A,hamburger_bun.n.01,0,0
bun-jeygaq,1,bun,jeygaq,hamburger_bun,#N/A,hamburger_bun.n.01,0,0
cake-kxckts,1,cake,kxckts,fruitcake,#N/A,fruitcake.n.02,0,0
camera-zcnxuz,1,camera,zcnxuz,digital_camera,#N/A,digital_camera.n.01,0,0
can-itolcg,1,can,itolcg,can_of_soda,can.n.01,can__of__soda.n.01,0,0
candle-bhaqam,1,candle,bhaqam,pillar_candle,#N/A,pillar_candle.n.01,0,0
candy-vtxiqm,1,candy,vtxiqm,lollipop,#N/A,lollipop.n.02,0,0
canned_beans-kclbuu,1,canned_beans,kclbuu,can_of_beans,#N/A,can__of__beans.n.01,0,0
canned_beans-ojqgjz,1,canned_beans,ojqgjz,can_of_beans,#N/A,can__of__beans.n.01,0,0
canned_coffee-zubwua,1,canned_coffee,zubwua,can_of_coffee,#N/A,can__of__coffee.n.01,0,0
canned_corn-alphlq,1,canned_corn,alphlq,can_of_corn,#N/A,can__of__corn.n.01,0,0
canned_corn-kwwlfn,1,canned_corn,kwwlfn,can_of_corn,#N/A,can__of__corn.n.01,0,0
canned_sardines-dpgmry,1,canned_sardines,dpgmry,can_of_sardines,#N/A,can__of__sardines.n.01,0,0
canned_tomatoes-ckdouu,1,canned_tomatoes,ckdouu,can_of_tomatoes,#N/A,can__of__tomatoes.n.01,0,0
canner_lid-xdvzpr,1,canner_lid,xdvzpr,lid,#N/A,lid.n.02,0,0
canner-yvhmex,1,canner,yvhmex,stockpot,#N/A,stockpot.n.01,0,0
catsup-hvxkso,1,catsup,hvxkso,bottle_of_catsup,#N/A,bottle__of__catsup.n.01,0,0
caulk-iwhxca,1,caulk,iwhxca,bottle_of_caulk,#N/A,bottle__of__caulk.n.01,0,0
cereal-dkhgxn,1,cereal,dkhgxn,box_of_cereal,#N/A,box__of__cereal.n.01,0,0
cereal-hcwbzw,1,cereal,hcwbzw,box_of_cereal,#N/A,box__of__cereal.n.01,0,0
cereal-iucshm,1,cereal,iucshm,box_of_cereal,#N/A,box__of__cereal.n.01,0,0
cereal-surzft,1,cereal,surzft,box_of_cereal,#N/A,box__of__cereal.n.01,0,0
cereal-tiykku,1,cereal,tiykku,box_of_cereal,#N/A,box__of__cereal.n.01,0,0
chalkboard-dgcavd,1,chalkboard,dgcavd,blackboard,#N/A,blackboard.n.01,0,0
champagne_flute-oadvet,1,champagne_flute,oadvet,wineglass,#N/A,wineglass.n.01,0,0
champagne-npsevx,1,champagne,npsevx,bottle_of_champagne,#N/A,bottle__of__champagne.n.01,0,0
cheese-hwxeto,1,cheese,hwxeto,swiss_cheese,#N/A,swiss_cheese.n.01,0,0
chest-fwstpx,1,chest,fwstpx,cedar_chest,#N/A,cedar_chest.n.01,0,0
chest-gbdzls,1,chest,gbdzls,cedar_chest,#N/A,cedar_chest.n.01,0,0
chestnut-jvnilh,1,chestnut,jvnilh,half_chestnut,chestnut.n.03,half__chestnut.n.01,0,0
chicken_bouillon-ctzwzz,1,chicken_bouillon,ctzwzz,bouillon_cube,#N/A,bouillon_cube.n.01,0,0
chip-qstxpj,1,chip,qstxpj,bag_of_chips,chip.n.04,bag__of__chips.n.01,0,0
chips-obgeiz,1,chips,obgeiz,chip,#N/A,chip.n.04,0,0
chocolate_biscuit-ukcwqw,1,chocolate_biscuit,ukcwqw,biscuit,chocolate_biscuit.n.01,biscuit.n.01,0,0
chocolate_box-bdvkbh,1,chocolate_box,bdvkbh,box_of_chocolates,#N/A,box__of__chocolates.n.01,0,0
chocolate_cake_slice-unwjgp,1,chocolate_cake_slice,unwjgp,sliced_chocolate_cake,#N/A,sliced__chocolate_cake.n.01,0,0
chocolate_syrup-tsyldw,1,chocolate_syrup,tsyldw,bottle_of_chocolate_sauce,#N/A,bottle__of__chocolate_sauce.n.01,0,0
chocolate-dxnisi,1,chocolate,dxnisi,chocolate_bar,#N/A,chocolate_bar.n.01,0,0
chopsticks-bcwuwv,1,chopsticks,bcwuwv,chopstick,#N/A,chopstick.n.01,0,0
chopsticks-hljerm,1,chopsticks,hljerm,chopstick,#N/A,chopstick.n.01,0,0
ciigarette-oejihn,1,ciigarette,oejihn,cigarette,#N/A,cigarette.n.01,0,0
cleaner-svzbeq,1,cleaner,svzbeq,bottle_of_cleaner,#N/A,bottle__of__cleaner.n.01,0,0
clock-zpctvp,1,clock,zpctvp,wall_clock,#N/A,wall_clock.n.01,0,0
clove-thigpl,1,clove,thigpl,garlic,#N/A,whole_garlic.n.01,0,0
cloves-saombi,1,cloves,saombi,garlic_clove,#N/A,clove.n.03,0,0
coffee_filter-kizndy,1,coffee_filter,kizndy,paper_coffee_filter,#N/A,paper_coffee_filter.n.01,0,0
coat-brebdk,1,coat,brebdk,jacket,#N/A,#N/A,0,0
coat-kiiium,1,coat,kiiium,jacket,#N/A,#N/A,0,0
cocoa_powder-ganhpw,1,cocoa_powder,ganhpw,bottle_of_cocoa,cocoa_powder.n.01,bottle__of__cocoa.n.01,0,0
coconut_milk-dagbyl,1,coconut_milk,dagbyl,box_of_coconut_milk,#N/A,box__of__coconut_milk.n.01,0,0
coconut_milk-idenxg,1,coconut_milk,idenxg,bottle_of_coconut_milk,#N/A,bottle__of__coconut_milk.n.01,0,0
coconut_oil-rrwzkq,1,coconut_oil,rrwzkq,bottle_of_coconut_oil,#N/A,bottle__of__coconut_oil.n.01,0,0
coconut-nnankv,1,coconut,nnankv,half_coconut_fruit,#N/A,half__coconut.n.01,0,0
coconut-qwriih,1,coconut,qwriih,coconut_fruit,#N/A,coconut.n.02,0,0
coconut-txtabm,1,coconut,txtabm,half_coconut_fruit,#N/A,half__coconut.n.01,0,0
coffee-cjtadw,1,coffee,cjtadw,box_of_coffee,#N/A,box__of__coffee.n.01,0,0
coke_bottle-bmtvvb,1,coke_bottle,bmtvvb,bottle_of_coke,#N/A,bottle__of__coke.n.01,0,0
coke_bottle-uqusgj,1,coke_bottle,uqusgj,bottle_of_coke,#N/A,bottle__of__coke.n.01,0,1
cologne-lyipur,1,cologne,lyipur,bottle_of_cologne,#N/A,bottle__of__cologne.n.01,0,0
conch_shell-snrgok,1,conch_shell,snrgok,seashell,#N/A,seashell.n.01,0,0
cooked_ham-jqfkdb,1,cooked_ham,jqfkdb,virginia_ham,#N/A,virginia_ham.n.01,0,0
cookie-fwnyas,1,cookie,fwnyas,chocolate_biscuit,#N/A,chocolate_biscuit.n.01,0,0
cookie-ggpang,1,cookie,ggpang,chocolate_chip_cookie,#N/A,chocolate_chip_cookie.n.01,0,0
cookie-oyhoth,1,cookie,oyhoth,chocolate_chip_cookie,#N/A,chocolate_chip_cookie.n.01,0,0
cookie-xhmpht,1,cookie,xhmpht,chocolate_biscuit,#N/A,chocolate_biscuit.n.01,0,0
bottle_of_cooking_oil-izwycf,1,bottle_of_cooking_oil,izwycf,cooking_oil_atomizer,bottle__of__cooking_oil.n.01,cooking_oil__atomizer.n.01,0,0
corn-qtesku,1,corn,qtesku,sweet_corn,#N/A,sweet_corn.n.02,0,0
corn-srlqrg,1,corn,srlqrg,sweet_corn,#N/A,sweet_corn.n.02,0,0
cpu_board-xlqvil,1,cpu_board,xlqvil,boxed_cpu_board,#N/A,boxed__cpu_board.n.01,0,0
